ftop_acc_x_std,ftop_acc_y_std,ftop_acc_z_std,ftop_gyr_x_std,ftop_gyr_y_std,ftop_gyr_z_std,fdown_acc_x_std,fdown_acc_y_std,fdown_acc_z_std,fdown_gyr_x_std,fdown_gyr_y_std,fdown_gyr_z_std,dummy_label_std,ftop_acc_x_aad,ftop_acc_y_aad,ftop_acc_z_aad,ftop_gyr_x_aad,ftop_gyr_y_aad,ftop_gyr_z_aad,fdown_acc_x_aad,fdown_acc_y_aad,fdown_acc_z_aad,fdown_gyr_x_aad,fdown_gyr_y_aad,fdown_gyr_z_aad,dummy_label_aad,ftop_acc_x_mad,ftop_acc_y_mad,ftop_acc_z_mad,ftop_gyr_x_mad,ftop_gyr_y_mad,ftop_gyr_z_mad,fdown_acc_x_mad,fdown_acc_y_mad,fdown_acc_z_mad,fdown_gyr_x_mad,fdown_gyr_y_mad,fdown_gyr_z_mad,dummy_label_mad,ftop_acc_x_median,ftop_acc_y_median,ftop_acc_z_median,ftop_gyr_x_median,ftop_gyr_y_median,ftop_gyr_z_median,fdown_acc_x_median,fdown_acc_y_median,fdown_acc_z_median,fdown_gyr_x_median,fdown_gyr_y_median,fdown_gyr_z_median,dummy_label_median,ftop_acc_x_IQR,ftop_acc_y_IQR,ftop_acc_z_IQR,ftop_gyr_x_IQR,ftop_gyr_y_IQR,ftop_gyr_z_IQR,fdown_acc_x_IQR,fdown_acc_y_IQR
0.055484954390875536,0.02712355270998358,0.03730945658730577,0.019467748149115477,0.038149718912671514,0.03184528575673267,0.06934815724355271,0.021890218836152157,0.030225230315812444,0.02269106338345514,0.23729899157822842,0.04021188601162245,0.04288450463186799,0.020540905291825704,0.03190655565819049,0.01427387743843042,0.030158369823142427,0.02462321850760014,0.05411428902230811,0.018584028937520862,0.0234092609829476,0.017649992540296915,0.18939319289796205,0.03180775210990409,0.03260593044093975,0.015154961959087838,0.027441043454642048,0.01010154609578265,0.025465129912701553,0.0193587910906649,0.03816573921681385,0.016996100614019204,0.0161793788513871,0.0114569747229991,0.15150112771909416,0.024739124175045254,0.041255732679164894,0.09689730322472001,0.0780589673183488,0.00673725441147785,-0.00854102945788115,0.00195189530834995,0.028546054381422,-0.012875778591457498,-0.01382908098961355,-0.0030098381304006997,-0.0658404168090683,-0.02804009175448085,0.0728507423585668,0.03097748888812478,0.0651662435909861,0.020902017165575024,0.05049432896508773,0.03720659935109985,0.08284924091544738,0.035712696101059975,0.03203295619476108,0.021890650606356827,0.30001672281393205,0.04806680505976223
0.054116051379924486,0.026274353140941238,0.045905012218850294,0.014613112476700964,0.036017147497236106,0.03101297171822255,0.0688911068218235,0.022257027794903933,0.024610299555824968,0.01931034416673278,0.24169186824140193,0.05835954697263694,0.04036081123974652,0.021039925751087905,0.03895522299338856,0.011055880001584214,0.030866987289280494,0.022407577323979168,0.053580357091848226,0.018911473263647716,0.01747634853933874,0.014896242184601663,0.2039457923702526,0.049477357452257766,0.0268273428074799,0.017683500188880742,0.03208389052246905,0.00833589505442155,0.026210450340386347,0.015857364994117752,0.04439150245860855,0.0173175236953069,0.011416468906992352,0.01125655582435085,0.1934484675288019,0.04318004495553965,0.03832996162235555,0.09023811360454584,0.10709916355057705,0.0021399409807682,0.02449163058370555,0.000906579354683,0.0058235281163082995,-0.012875778591457498,-0.013401459691791951,-0.0022690475317754,-0.0607655504469722,-0.01654513345736815,0.056626961333924294,0.03524073049514212,0.07124693303293714,0.01644309440362925,0.054059184482538554,0.03211283687436953,0.08850345895763853,0.0361036676433229,0.022787865609144548,0.022515914915896176,0.3835926639597694,0.09919225663140385
0.03956283118890329,0.03662414625053062,0.048210956603568236,0.01634973593675476,0.04308120245229593,0.026475665794046716,0.04765083295060446,0.02142246983671027,0.027202801705136878,0.021806485322416882,0.24425067250521196,0.058479143110919465,0.03312253916540855,0.02880447944994364,0.038716001181942857,0.01352091000863751,0.038520279227335814,0.019854004849555802,0.03836027524036654,0.01741291021241466,0.021947340549159738,0.018267740983383907,0.21132410730434034,0.04935859532642799,0.02880298181459455,0.024376024435930906,0.02873678137645145,0.00986137711766715,0.0400921381149424,0.01434842999669885,0.033814110126172,0.01485807387363815,0.01863382975010295,0.0150925050670501,0.2047326269072572,0.0429617923907237,0.0343221969742852,0.09365582087819585,0.10440862914358884,0.0080608564717247,-0.0024069816354382,-0.00803654468569565,-0.0037430917824881,-0.01095680650802155,-0.007662942756753549,-0.0012016412760197498,0.0037282580551961,0.0187107809687658,0.06343908192723713,0.047551078176836375,0.056607706785519726,0.0213407532276041,0.0754992273251597,0.030576131655675524,0.0653003284234546,0.02982626076584215,0.03802437082146627,0.03136174160546483,0.4063658342474332,0.08811835728093334
0.05721663670992103,0.034930604024982666,0.04377726796640147,0.016161520902977736,0.04746189832904459,0.02790372745342526,0.06667344608748102,0.0218113441721133,0.03563688912440263,0.029189007830349566,0.31272447359840466,0.04195864554844598,0.04664430140197215,0.028576294134089998,0.03613503051967833,0.013656690016936939,0.041077113249320216,0.02140510390690452,0.05470598846276591,0.018731686866934674,0.029756270852189046,0.024559432241714748,0.2431459880855627,0.03222024563861825,0.0395685716302618,0.026263970300248143,0.03489223370303765,0.01219030315977325,0.0359141136966748,0.017467478746366297,0.047386006477995055,0.0161586504254093,0.027756014057098398,0.02076121091098085,0.19206148061438943,0.02571786261610065,0.02896904069200995,0.1043589584065086,0.08428447338616965,0.00048379170457754997,-0.0013727847337589,-0.0007961940701228,-0.01379871183623565,-0.01312802663749935,-0.008717618018339701,-0.01015146834587055,0.030048636479486,0.00973481871876665,0.0838096306527845,0.05355368700183727,0.06716858783998275,0.023058423670995774,0.07708067626919263,0.033812753107273726,0.10670663867848343,0.035414587311864,0.05514325882959775,0.04330208899468252,0.3796823187414184,0.05346118075380945
0.06922592797136416,0.032295892746118354,0.04249881020511918,0.010248180097692688,0.05162446576869578,0.018037114410609623,0.0720555883465818,0.019772824803544982,0.03297847013410172,0.02381606781355476,0.3429401639397952,0.03432190037259737,0.057502294589731634,0.027216772517342478,0.035668197190976754,0.00810955947934641,0.04219356563408194,0.01458447278574648,0.05873981212856049,0.016721785781565,0.026131003899587824,0.019029214065912507,0.27555609304024137,0.026268460743573842,0.0490497367362285,0.02833469959818625,0.03520627416000335,0.007206365732639001,0.0317474203744876,0.0136005422900963,0.046737210758836,0.0149032113019027,0.021899415526822452,0.016810499668952053,0.25828828761161526,0.01629540743742805,0.0288126944709593,0.09568929777149529,0.08348922067437765,-0.00344046702188825,-0.00962411046037015,0.00162557537677205,0.0259649278337107,-0.0056496394076857494,-0.025754425120930798,-0.023918502704578203,0.0572209232652417,-0.005999592030956151,0.09644127419838175,0.054863349709151674,0.06868800743438526,0.012917653103914475,0.06466037864208743,0.027354555047211924,0.09266054505392005,0.0314174843947356,0.0437837435979304,0.032624345759269154,0.4706487867728907,0.037898966349892725
0.05576141666172084,0.0267858845717783,0.03645364332233262,0.009895270491615588,0.04697321875432075,0.01767594694108381,0.05472392761406872,0.016415176980836648,0.026353552149668336,0.018785828715640975,0.3458882073686695,0.053744352378531486,0.0419804898071436,0.0202483265345358,0.027816224509701077,0.007274025754385236,0.038646862921065436,0.013722436370791924,0.042038243846275504,0.012762521854855291,0.01969409864953074,0.015398344486921256,0.2980173317095089,0.045195618391079974,0.0325056224695805,0.0120934471343098,0.022031591744195098,0.0054538803420022,0.0349704565160316,0.010118110171791098,0.0322543896318041,0.0101693116010682,0.014035164494449,0.01109288137863565,0.29329341402336256,0.0420820024326497,0.03069923458697205,0.10156582509959255,0.08612730552083965,0.00047095482922654994,-0.0031696717966335497,-0.00321817103439795,0.00957552992129985,-0.0063891146247118,-0.00786476969875205,-0.0020624868215847,0.00391001599726685,-0.00498252200499235,0.06350580260281245,0.02649337528567,0.0434124778584524,0.010022386522357974,0.06974240712100625,0.01997486634842695,0.0656710005033556,0.019969676639188274,0.02866675052220925,0.023597027307243626,0.5664606075173697,0.08390308656864268
0.03882620558794326,0.018222884583486997,0.02339374314504092,0.008590390784489062,0.029303122456880843,0.015187951068909964,0.04886587447922814,0.01724154964050274,0.02092196851414435,0.012325072929126303,0.3365360882700966,0.05495290343571875,0.030729913783101314,0.013829781604601958,0.01883881468680643,0.007146569624065983,0.023710372912241585,0.01278736631908639,0.03567864577293415,0.013328137567987397,0.01648173741699818,0.010364008344987182,0.29137218236983686,0.04645919947888259,0.027105624314527503,0.00973727587307665,0.015197384190568458,0.0061210474398282,0.0169337121552584,0.01225042104281025,0.02774599662936665,0.0093834353373855,0.014304852501307998,0.0086722639459904,0.2844044355489954,0.04515140989166209,0.03430977032198135,0.10174155169891505,0.08616369575222654,-0.0013630901020642,0.00724007578219555,-0.00467154689013565,0.00916059420957715,-0.0098347243807918,-0.0040505011143380995,0.0028468469599939,0.0086579643129688,0.00018669364108115977,0.05612507053573757,0.01872664484748622,0.03240297561333161,0.012585256898498275,0.038191026870990845,0.022965294300712452,0.055953407559763246,0.01867420712275285,0.026696549442836753,0.01871141878454495,0.5347236643983979,0.08882044497192122
0.03991670373243367,0.019912823173526804,0.02237652315976699,0.010135566403504843,0.03525384264233844,0.02682655103467819,0.04517415665246869,0.0159381840867174,0.02638271249115035,0.015314290016014778,0.3294672311155104,0.057381892545872705,0.03270045019643245,0.015357622498544839,0.01828685162203715,0.00835705806629307,0.02782159925754491,0.02142695315132403,0.03354706181336205,0.012495009545376225,0.02004950933933945,0.013089974915583082,0.2704240568239833,0.046069464234401024,0.029366220659923697,0.011962127484588796,0.015613993274221853,0.00536053438265825,0.0221215998976242,0.01850993476636295,0.025158116788323998,0.0093438870842843,0.0146283705519787,0.012607656520471449,0.2613755519923109,0.03861990697768135,0.0294401380988204,0.0981604597455934,0.0815490434247173,0.0041109487659419,0.00724007578219555,-0.01111125179124035,0.008877786088220551,-0.011651744191731199,-0.0005858010789663,0.0015361225877104,-0.0204681854459607,-0.0007885917677730499,0.057246599085835806,0.024209342809790924,0.02985612458675954,0.013706758320096251,0.04345713152199007,0.03737374987894808,0.047284418344379145,0.017559333032101502,0.02911399509594525,0.02382060675972375,0.49796913138522453,0.07635730444697478
0.04724316883373178,0.02291471720771778,0.027026838853141468,0.006774223592449139,0.0397920024886906,0.031023722153434588,0.055970181428023305,0.016893882445404115,0.02442358691241312,0.019820566540293693,0.3408964511649218,0.07033378227708932,0.0380390094811764,0.01871630639923368,0.022807542783305115,0.005477201699692882,0.0352252324730993,0.02545688335534059,0.04240887410570847,0.013353439520585823,0.016997214205297217,0.014248535041189309,0.2776241083813623,0.05682531508340252,0.0328359410796697,0.016815441605099353,0.02149237301646075,0.0048330923615623,0.029526780696861852,0.0188938395582867,0.03283455609372355,0.0112110121168241,0.01126665707152715,0.010215454960594849,0.2525801055750596,0.048296272671186344,0.0294401380988204,0.10128419252739695,0.09444276775955016,0.00576300633262685,-0.0012761512681517002,0.007156341887860251,-0.00013319627324135,-0.0150929030353153,0.0008845502937554,0.000663078076672,0.0486444508641522,0.02014598751628385,0.061889711110780475,0.032566251431945636,0.042935195729873046,0.009746032083652,0.07404046788673421,0.04784499479448473,0.06431429842682107,0.023366926484512225,0.022430970894668577,0.019408005630951748,0.5196073265085249,0.09586872838967875
0.041985941038862704,0.0222323586933652,0.019736956000632293,0.007767448414538855,0.02971658783596624,0.01948180462939201,0.05515592704464677,0.015642343986406883,0.020957954104186598,0.01953350250820426,0.22476146764850322,0.05812469799914226,0.03097750926350918,0.017530026673626013,0.016019776173961855,0.006127855536914817,0.02484100471464986,0.016974398040787937,0.04123114407358504,0.01245218438374424,0.015741667734244968,0.013217019444775635,0.1729430827571513,0.044364440404435865,0.021814739857307253,0.013742488182058692,0.012164891308357954,0.00481609039315455,0.014514363548303398,0.0175950392208866,0.02773153798408625,0.009588542807376199,0.0138043458449345,0.007910907535307501,0.13399636246295565,0.03305895697879175,0.0378704421291631,0.10971921085038536,0.10319929707733905,0.00219648605431275,-0.0229433871012821,0.0062595379947000505,-0.00347972311050605,-0.01367969146225885,0.00183221183029845,2.840619748475004e-05,0.0621312024986998,0.02315486307515635,0.042464227836936055,0.02742231115679747,0.024831319595200463,0.009781972535649275,0.0438969772510329,0.03501829827300698,0.05649130060682525,0.020761596495819875,0.025357735763129524,0.015879103932611,0.2669909265658911,0.07463275421603249
